title,offering,price,bedrooms,bathrooms,latitude,longitude,floor_size,property_type,url
3 bedroom house for sale,buy,2850000,3,3,-33.7918951,18.5032267,S.O.A.,Houses,https://www.residentialpeople.com/za/property/h9d5dc-freehold/
3 bedroom duplex for sale,buy,2950000,3,3,-33.7918854,18.5016175,S.O.A.,Duplex,https://www.residentialpeople.com/za/property/twxylx/
4 bedroom duplex for sale,buy,3195000,4,3,-33.7918854,18.5016175,S.O.A.,Duplex,https://www.residentialpeople.com/za/property/hjoxkh/
3 bedroom house for sale,buy,2950000,3,2,-33.7918854,18.5016175,S.O.A.,Houses,https://www.residentialpeople.com/za/property/lo8m4d/
4 bedroom house for sale,buy,4200000,4,3,-33.7918854,18.5016175,S.O.A.,Houses,https://www.residentialpeople.com/za/property/hz6w5o-sagewood-estate-parklands-north/
3 bedroom house for sale,buy,2695000,3,2,-33.837096,18.687939,S.O.A.,Houses,https://www.residentialpeople.com/za/property/yq5cbp/
4 bedroom house for sale,buy,4199000,4,3,-33.7918854,18.5016175,S.O.A.,Houses,https://www.residentialpeople.com/za/property/ytepyr/
4 bedroom house for sale,buy,4145000,4,3,-33.7918854,18.5016175,S.O.A.,Houses,https://www.residentialpeople.com/za/property/ax6awo-freehold/
3 bedroom house for sale,buy,6599000,3,2,-33.9045518,18.4068343,S.O.A.,Houses,https://www.residentialpeople.com/za/property/az89ak/
4 bedroom house for sale,buy,3395000,4,2,-33.8066486,18.4731358,S.O.A.,Houses,https://www.residentialpeople.com/za/property/n7y9ok/
4 bedroom house for sale,buy,3450000,4,3,-33.7929028,18.503706,S.O.A.,Houses,https://www.residentialpeople.com/za/property/sqev8z-freehold/
4 bedroom house for sale,buy,4400000,4,3,-33.7929205,18.5029525,S.O.A.,Houses,https://www.residentialpeople.com/za/property/brna4x-sectional-title/
3 bedroom house for sale,buy,3300000,3,2,-33.7936161,18.5030725,S.O.A.,Houses,https://www.residentialpeople.com/za/property/tagd7k/
3 bedroom house for sale,buy,3650000,3,2,-33.7936161,18.5030725,S.O.A.,Houses,https://www.residentialpeople.com/za/property/gqfz8d/
5 bedroom house for sale,buy,5545000,5,5,-33.793483,18.5016891,S.O.A.,Houses,https://www.residentialpeople.com/za/property/krr2ob/
4 bedroom house for sale,buy,3800000,4,3,-33.7936161,18.5030725,S.O.A.,Houses,https://www.residentialpeople.com/za/property/ph3yry/
3 bedroom house for sale,buy,13500000,3,3,-33.9435969,18.4118359,S.O.A.,Houses,https://www.residentialpeople.com/za/property/skq9hb-freehold/
6 bedroom house for sale,buy,29750000,6,11,-33.9435969,18.4118359,S.O.A.,Houses,https://www.residentialpeople.com/za/property/szts8x/
3 bedroom house for sale,buy,1595000,3,2,-33.8964201,18.7128587,S.O.A.,Houses,https://www.residentialpeople.com/za/property/xneldj/
3 bedroom house for sale,buy,2050000,3,1,-33.9382959,18.7101509,S.O.A.,Houses,https://www.residentialpeople.com/za/property/u6fzdd/
4 bedroom house for sale,buy,3650000,4,3,-33.7946206,18.5019901,S.O.A.,Houses,https://www.residentialpeople.com/za/property/s3fbdh/
3 bedroom house for sale,buy,3450000,3,2,-33.7951164,18.5001308,S.O.A.,Houses,https://www.residentialpeople.com/za/property/rexy8k/
3 bedroom townhouse for sale,buy,1365000,3,2,-33.9339622,18.7110943,103.0,Townhouses,https://www.residentialpeople.com/za/property/f8vbys/
3 bedroom house for sale,buy,3450000,3,2,-33.7951164,18.5001308,S.O.A.,Houses,https://www.residentialpeople.com/za/property/uzyumm/
3 bedroom house for sale,buy,2475000,3,2,-33.7985136,18.4911859,S.O.A.,Houses,https://www.residentialpeople.com/za/property/hn3e6s-freehold/
3 bedroom house for sale,buy,1295000,3,2,-33.9339622,18.7110943,102.0,Houses,https://www.residentialpeople.com/za/property/srqtabmv/
3 bedroom house for sale,buy,2200000,3,3,-33.9339622,18.7110943,203.0,Houses,https://www.residentialpeople.com/za/property/vuckjl/
4 bedroom house for sale,buy,3650000,4,2,-33.7951164,18.5001308,S.O.A.,Houses,https://www.residentialpeople.com/za/property/cz4hmo-freehold/
3 bedroom house for sale,buy,3450000,3,3,-33.7951164,18.5001308,S.O.A.,Houses,https://www.residentialpeople.com/za/property/ofknkz/
4 bedroom house for sale,buy,3450000,4,2,-33.7951164,18.5001308,S.O.A.,Houses,https://www.residentialpeople.com/za/property/veb9og/
3 bedroom house for sale,buy,3450000,3,2,-33.7951164,18.5001308,S.O.A.,Houses,https://www.residentialpeople.com/za/property/z7z4ey/
4 bedroom house for sale,buy,3650000,4,3,-33.7951164,18.5001308,S.O.A.,Houses,https://www.residentialpeople.com/za/property/aohg2b-freehold/
3 bedroom house for sale,buy,3600001,3,2,-33.7951164,18.5001308,S.O.A.,Houses,https://www.residentialpeople.com/za/property/gbpcxm/
3 bedroom house for sale,buy,3450000,3,2,-33.7951164,18.5001308,S.O.A.,Houses,https://www.residentialpeople.com/za/property/zm3mfe/
4 bedroom house for sale,buy,2645000,4,2,-33.798949,18.4921607,S.O.A.,Houses,https://www.residentialpeople.com/za/property/sj7eno-freehold/
4 bedroom house for sale,buy,2645000,4,3,-33.798949,18.4921607,S.O.A.,Houses,https://www.residentialpeople.com/za/property/nvcazx-freehold/
5 bedroom house for sale,buy,660000,5,1,-33.9880489,18.682633,S.O.A.,Houses,https://www.residentialpeople.com/za/property/32m0egk0-freehold/
3 bedroom townhouse for sale,buy,2250000,3,2,-33.798949,18.4921607,S.O.A.,Townhouses,https://www.residentialpeople.com/za/property/kvt5ha-freehold/
5 bedroom house for sale,buy,3790000,5,3,-33.8131251,18.6576447,360.0,Houses,https://www.residentialpeople.com/za/property/qgqppn/
3 bedroom townhouse for sale,buy,2699000,3,2,-33.798949,18.4921607,S.O.A.,Townhouses,https://www.residentialpeople.com/za/property/h52r8x-freehold/
3 bedroom townhouse for sale,buy,2250000,3,2,-33.798949,18.4921607,S.O.A.,Townhouses,https://www.residentialpeople.com/za/property/u4rlga-freehold/
2 bedroom flat/apartment for sale,buy,2999000,2,1,-33.9413411,18.4127686,106.0,Flats/Apartments,https://www.residentialpeople.com/za/property/zqx6u1x5/
3 bedroom house for sale,buy,2250000,3,2,-33.798949,18.4921607,S.O.A.,Houses,https://www.residentialpeople.com/za/property/gpukqu-freehold/
6 bedroom house for sale,buy,25000000,6,6,-33.9413411,18.4127686,920.0,Houses,https://www.residentialpeople.com/za/property/hzb96z/
2 bedroom flat/apartment for sale,buy,5900000,2,2,-33.899826,18.408498,78.0,Flats/Apartments,https://www.residentialpeople.com/za/property/htg21ksq-mouille-point-cape-town/
2 bedroom flat/apartment for sale,buy,2415000,2,1,-33.933962,18.4101079,S.O.A.,Flats/Apartments,https://www.residentialpeople.com/za/property/rfjuop-sectional-title/
4 bedroom house for sale,buy,2050000,4,3,-33.9325011,18.7105317,S.O.A.,Houses,https://www.residentialpeople.com/za/property/dnhyzr/
5 bedroom house for sale,buy,2085000,5,3,-33.9325011,18.7105317,172.0,Houses,https://www.residentialpeople.com/za/property/lyyfuh/
5 bedroom house for sale,buy,5695000,5,5,-33.7954013,18.5002702,S.O.A.,Houses,https://www.residentialpeople.com/za/property/bo9ufz/
3 bedroom house for sale,buy,3450000,3,3,-33.7946206,18.5019901,S.O.A.,Houses,https://www.residentialpeople.com/za/property/os876n/
4 bedroom house for sale,buy,3895000,4,4,-33.7946206,18.5019901,S.O.A.,Houses,https://www.residentialpeople.com/za/property/baaa9e/
4 bedroom house for sale,buy,5350000,4,4,-33.7954013,18.5002702,S.O.A.,Houses,https://www.residentialpeople.com/za/property/f622xj-freehold/
3 bedroom house for sale,buy,2100000,3,2,-33.966985,18.6977312,S.O.A.,Houses,https://www.residentialpeople.com/za/property/qzda4s/
2 bedroom flat/apartment for sale,buy,1850000,2,2,-33.811266,18.6533765,S.O.A.,Flats/Apartments,https://www.residentialpeople.com/za/property/y4razfwm-9-helderzicht-estate-93-murray-str-vierlanden/
4 bedroom house for sale,buy,5350000,4,4,-33.7954013,18.5002702,S.O.A.,Houses,https://www.residentialpeople.com/za/property/skd6sb-freehold/
4 bedroom house for sale,buy,4395000,4,3,-33.7946206,18.5019901,S.O.A.,Houses,https://www.residentialpeople.com/za/property/qwpvvq/
3 bedroom townhouse for sale,buy,1550000,3,2,-34.0117172,18.4675391,S.O.A.,Townhouses,https://www.residentialpeople.com/za/property/kox8fq/
3 bedroom house for sale,buy,2843000,3,2,-33.8867722,18.7099973,S.O.A.,Houses,https://www.residentialpeople.com/za/property/hf4j6h-freehold/
3 bedroom house for sale,buy,2350000,3,2,-33.799773,18.4893526,S.O.A.,Houses,https://www.residentialpeople.com/za/property/qhbghn-oakhill-estate-sunningdale/
3 bedroom house for sale,buy,2512000,3,1,-33.8867722,18.7099973,S.O.A.,Houses,https://www.residentialpeople.com/za/property/u5pxzg-freehold/
3 bedroom house for sale,buy,2512000,3,2,-33.8867722,18.7099973,177.0,Houses,https://www.residentialpeople.com/za/property/og7acb/
2 bedroom flat/apartment for sale,buy,277000,2,1,-33.934893,18.41098,75.0,Flats/Apartments,https://www.residentialpeople.com/za/property/4ok9m787-vanderbijlpark-cw-1-vanderbijlpark/
3 bedroom house for sale,buy,2240000,3,2,-33.886772,18.709997,S.O.A.,Houses,https://www.residentialpeople.com/za/property/xtiufbb7-brackenfell-bracken-heights-brackenfell/
5 bedroom house for sale,buy,12700000,5,5,-33.9906463,18.4414415,S.O.A.,Houses,https://www.residentialpeople.com/za/property/cc2zul-freehold/
1 bedroom flat/apartment for sale,buy,3275000,1,1,-33.899963,18.407843,S.O.A.,Flats/Apartments,https://www.residentialpeople.com/za/property/uhjuvzvf-pont-du-gard-35-beach-road-mouille-point-cape-town/
3 bedroom house for sale,buy,2350000,3,3,-33.7969558,18.4967113,S.O.A.,Houses,https://www.residentialpeople.com/za/property/ddnyrx-freehold/
3 bedroom house for sale,buy,1999000,3,2,-33.7969558,18.4967113,S.O.A.,Houses,https://www.residentialpeople.com/za/property/b86nqf/
4 bedroom house for sale,buy,13500000,4,3,-33.9348929,18.41098,S.O.A.,Houses,https://www.residentialpeople.com/za/property/bkqbws/
6 bedroom house for sale,buy,4000000,6,5,-34.01762,18.4756049,S.O.A.,Houses,https://www.residentialpeople.com/za/property/ykxaly-freehold/
3 bedroom townhouse for sale,buy,5750000,3,2,-33.9348929,18.41098,S.O.A.,Townhouses,https://www.residentialpeople.com/za/property/do43sj/
3 bedroom townhouse for sale,buy,2395000,3,2,-33.798949,18.4921607,S.O.A.,Townhouses,https://www.residentialpeople.com/za/property/md8v6p-freehold/
3 bedroom house for sale,buy,20950000,3,2,-33.9391619,18.411994,S.O.A.,Houses,https://www.residentialpeople.com/za/property/ozz9jl-freehold/
4 bedroom house for sale,buy,23000000,4,4,-33.9925829,18.442134,S.O.A.,Houses,https://www.residentialpeople.com/za/property/q647hv-freehold/
12 bedroom house for sale,buy,10900000,12,6,-33.941527,18.411637,S.O.A.,Houses,https://www.residentialpeople.com/za/property/znnall-freehold/
3 bedroom house for sale,buy,14750000,3,2,-33.941527,18.411637,S.O.A.,Houses,https://www.residentialpeople.com/za/property/xzhzjm-freehold/
3 bedroom house for sale,buy,2559000,3,2,-33.7985136,18.4911859,S.O.A.,Houses,https://www.residentialpeople.com/za/property/n8m44f-freehold/
3 bedroom house for sale,buy,2559000,3,2,-33.7985136,18.4911859,S.O.A.,Houses,https://www.residentialpeople.com/za/property/njmvpm-freehold/
3 bedroom house for sale,buy,3650000,3,2,-33.7936161,18.5030725,S.O.A.,Houses,https://www.residentialpeople.com/za/property/xs2jbo/
3 bedroom house for sale,buy,3350001,3,2,-33.7936161,18.5030725,S.O.A.,Houses,https://www.residentialpeople.com/za/property/m9m3ss/
3 bedroom house for sale,buy,3300000,3,3,-33.7936161,18.5030725,S.O.A.,Houses,https://www.residentialpeople.com/za/property/ntnyyq-freehold/
4 bedroom house for sale,buy,4750001,4,4,-33.7936161,18.5030725,S.O.A.,Houses,https://www.residentialpeople.com/za/property/dlpzdz/
4 bedroom house for sale,buy,4995000,4,4,-33.7936161,18.5030725,S.O.A.,Houses,https://www.residentialpeople.com/za/property/nou2eb-freehold/
3 bedroom house for sale,buy,2877000,3,2,-33.7936161,18.5030725,S.O.A.,Houses,https://www.residentialpeople.com/za/property/vctcqm/
3 bedroom house for sale,buy,1595000,3,2,-33.8949613,18.7119079,S.O.A.,Houses,https://www.residentialpeople.com/za/property/gnhejv-sectional-title/
3 bedroom house for sale,buy,3295000,3,2,-33.7936161,18.5030725,S.O.A.,Houses,https://www.residentialpeople.com/za/property/skdgrg/
3 bedroom house for sale,buy,2950001,3,2,-33.7936161,18.5030725,S.O.A.,Houses,https://www.residentialpeople.com/za/property/ag5dao/
2 bedroom flat/apartment for sale,buy,3500000,2,1,-33.907915,18.408095,78.0,Flats/Apartments,https://www.residentialpeople.com/za/property/utbj3yjg-green-point-cape-town/
3 bedroom house for sale,buy,3500000,3,3,-33.7936161,18.5030725,S.O.A.,Houses,https://www.residentialpeople.com/za/property/bvqtlz-freehold/
1 bedroom flat/apartment for sale,buy,2450000,1,1,-33.907915,18.408095,62.0,Flats/Apartments,https://www.residentialpeople.com/za/property/6wrs5oo1-green-point-cape-town/
5 bedroom house for sale,buy,4995000,5,4,-33.7954013,18.5002702,S.O.A.,Houses,https://www.residentialpeople.com/za/property/p5bm8l/
4 bedroom house for sale,buy,4769000,4,3,-33.7954013,18.5002702,S.O.A.,Houses,https://www.residentialpeople.com/za/property/qtnogn-freehold/
5 bedroom house for sale,buy,18500000,5,4,-33.9984802,18.449395,S.O.A.,Houses,https://www.residentialpeople.com/za/property/afkewk/
4 bedroom house for sale,buy,4692000,4,3,-33.7954013,18.5002702,S.O.A.,Houses,https://www.residentialpeople.com/za/property/se6wvw/
3 bedroom house for sale,buy,3650000,3,2,-33.7936161,18.5030725,S.O.A.,Houses,https://www.residentialpeople.com/za/property/yulrwm/
3 bedroom house for sale,buy,3350000,3,2,-33.7936161,18.5030725,S.O.A.,Houses,https://www.residentialpeople.com/za/property/mbwzyz/
3 bedroom house for sale,buy,3500001,3,2,-33.7936161,18.5030725,S.O.A.,Houses,https://www.residentialpeople.com/za/property/s2dgrh/
5 bedroom house for sale,buy,4995000,5,5,-33.7965357,18.4970859,S.O.A.,Houses,https://www.residentialpeople.com/za/property/w3qq5j-freehold/
3 bedroom house for sale,buy,3650000,3,2,-33.7936161,18.5030725,S.O.A.,Houses,https://www.residentialpeople.com/za/property/kxyjha/
4 bedroom house for sale,buy,4350000,4,2,-33.7936161,18.5030725,S.O.A.,Houses,https://www.residentialpeople.com/za/property/elgqut/
4 bedroom house for sale,buy,3445000,4,3,-33.7936161,18.5030725,S.O.A.,Houses,https://www.residentialpeople.com/za/property/xsluwj/
3 bedroom house for sale,buy,3325000,3,2,-33.7936161,18.5030725,S.O.A.,Houses,https://www.residentialpeople.com/za/property/osphrl/
3 bedroom house for sale,buy,3500000,3,2,-33.7936161,18.5030725,S.O.A.,Houses,https://www.residentialpeople.com/za/property/ujsudt-freehold/
4 bedroom house for sale,buy,4600001,4,3,-33.7936161,18.5030725,S.O.A.,Houses,https://www.residentialpeople.com/za/property/w8c8ro/
3 bedroom house for sale,buy,3350000,3,2,-33.7936161,18.5030725,S.O.A.,Houses,https://www.residentialpeople.com/za/property/tytx2n-freehold/
3 bedroom house for sale,buy,3350002,3,2,-33.7936161,18.5030725,S.O.A.,Houses,https://www.residentialpeople.com/za/property/b8brue/
4 bedroom house for sale,buy,3300000,4,3,-33.7936161,18.5030725,S.O.A.,Houses,https://www.residentialpeople.com/za/property/yzz5ty/
4 bedroom house for sale,buy,5350001,4,4,-33.7936161,18.5030725,S.O.A.,Houses,https://www.residentialpeople.com/za/property/axg87r/
5 bedroom house for sale,buy,5500000,5,5,-33.7936161,18.5030725,S.O.A.,Houses,https://www.residentialpeople.com/za/property/z6r2zr/
3 bedroom house for sale,buy,2200000,3,2,-33.9343947,18.7116356,130.0,Houses,https://www.residentialpeople.com/za/property/bktclj/
3 bedroom house for sale,buy,630000,3,1,-34.032041,18.610757,S.O.A.,Houses,https://www.residentialpeople.com/za/property/tmvzwr/
3 bedroom house for sale,buy,3330000,3,2,-33.7936161,18.5030725,S.O.A.,Houses,https://www.residentialpeople.com/za/property/mlhvje/
4 bedroom house for sale,buy,4199000,4,3,-33.7936161,18.5030725,S.O.A.,Houses,https://www.residentialpeople.com/za/property/nb8mqo/
3 bedroom house for sale,buy,2095002,3,2,-33.7936161,18.5030725,S.O.A.,Houses,https://www.residentialpeople.com/za/property/cndwlg/
3 bedroom house for sale,buy,3300000,3,2,-33.7936161,18.5030725,S.O.A.,Houses,https://www.residentialpeople.com/za/property/mkoe4r-freehold/
4 bedroom house for sale,buy,3650000,4,3,-33.7936161,18.5030725,S.O.A.,Houses,https://www.residentialpeople.com/za/property/w6va6m/
4 bedroom house for sale,buy,2795000,4,3,-33.7936161,18.5030725,S.O.A.,Houses,https://www.residentialpeople.com/za/property/wgjfnl/
5 bedroom house for sale,buy,3995000,5,5,-33.82828,18.67648,600.0,Houses,https://www.residentialpeople.com/za/property/z9qtwz/
3 bedroom house for sale,buy,2875001,3,2,-33.7936161,18.5030725,S.O.A.,Houses,https://www.residentialpeople.com/za/property/a5f3ev/
4 bedroom house for sale,buy,6000000,4,5,-33.908861,18.40707,S.O.A.,Houses,https://www.residentialpeople.com/za/property/nsyq3x-freehold/
4 bedroom house for sale,buy,3890000,4,3,-33.8124255,18.6567176,S.O.A.,Houses,https://www.residentialpeople.com/za/property/t5ul6n/
2 bedroom flat/apartment for sale,buy,1430000,2,2,-33.8080906,18.4711561,S.O.A.,Flats/Apartments,https://www.residentialpeople.com/za/property/gcxcdq-mont-serrat/
4 bedroom house for sale,buy,9500000,4,4,-33.934819,18.4095309,S.O.A.,Houses,https://www.residentialpeople.com/za/property/ff5h6n-freehold/
5 bedroom house for sale,buy,3995000,5,4,-33.8066727,18.4736007,401.0,Houses,https://www.residentialpeople.com/za/property/xth8ae/
3 bedroom house for sale,buy,2625000,3,2,-33.9343947,18.7116356,165.0,Houses,https://www.residentialpeople.com/za/property/uvt76e/
5 bedroom house for sale,buy,5550000,5,4,-33.793483,18.5016891,S.O.A.,Houses,https://www.residentialpeople.com/za/property/s2lkyh/
7 bedroom house for sale,buy,8500000,7,4,-33.8066727,18.4736007,722.0,Houses,https://www.residentialpeople.com/za/property/vfzfugc1/
4 bedroom house for sale,buy,4835000,4,3,-33.793483,18.5016891,S.O.A.,Houses,https://www.residentialpeople.com/za/property/mfpi4jcj-freehold/
4 bedroom house for sale,buy,10750000,4,2,-33.9115591,18.4070392,S.O.A.,Houses,https://www.residentialpeople.com/za/property/gw8lss-freehold/
3 bedroom house for sale,buy,2475000,3,2,-33.7963546,18.4940417,S.O.A.,Houses,https://www.residentialpeople.com/za/property/mysg8l/
2 bedroom garden cottage for sale,buy,3850000,2,1,-33.9045518,18.4068343,100.0,Garden Cottages,https://www.residentialpeople.com/za/property/ogagth/
2 bedroom flat/apartment for sale,buy,2395000,2,1,-33.9045518,18.4068343,44.0,Flats/Apartments,https://www.residentialpeople.com/za/property/njezxl/
