title,offering,price,bedrooms,bathrooms,latitude,longitude,floor_size,property_type,url
5 bedroom house for sale,buy,2795000,5,3,-33.908488,18.6807193,S.O.A.,Houses,https://www.residentialpeople.com/za/property/vgr7py/
2 bedroom flat/apartment for sale,buy,4995000,2,2,-33.931742,18.44284,S.O.A.,Flats/Apartments,https://www.residentialpeople.com/za/property/uqs28v/
4 bedroom house for sale,buy,5990000,4,2,-33.9680522,18.4611617,S.O.A.,Houses,https://www.residentialpeople.com/za/property/egergp/
2 bedroom flat/apartment for sale,buy,2900000,2,1,-33.931742,18.44284,S.O.A.,Flats/Apartments,https://www.residentialpeople.com/za/property/fwm6nf-share-block/
1 bedroom flat/apartment for sale,buy,875000,1,1,-33.991938,18.488888,S.O.A.,Flats/Apartments,https://www.residentialpeople.com/za/property/kxqvzx-sectional-title/
1 bedroom flat/apartment for sale,buy,895000,1,1,-33.991938,18.488888,S.O.A.,Flats/Apartments,https://www.residentialpeople.com/za/property/zz3m8c/
2 bedroom flat/apartment for sale,buy,1250000,2,1,-33.991938,18.488888,S.O.A.,Flats/Apartments,https://www.residentialpeople.com/za/property/yz5u8f-sectional-title/
3 bedroom house for sale,buy,1575000,3,2,-33.8176872,18.519841,S.O.A.,Houses,https://www.residentialpeople.com/za/property/mb8k6o-freehold/
4 bedroom house for sale,buy,2299000,4,2,-33.8177922,18.5195716,S.O.A.,Houses,https://www.residentialpeople.com/za/property/cqgttl-freehold/
2 bedroom flat/apartment for sale,buy,950000,2,1,-33.991938,18.488888,S.O.A.,Flats/Apartments,https://www.residentialpeople.com/za/property/sge6zm-sectional-title/
3 bedroom house for sale,buy,1795000,3,2,-33.8176872,18.519841,S.O.A.,Houses,https://www.residentialpeople.com/za/property/gf3e9q-sectional-title/
2 bedroom flat/apartment for sale,buy,1099000,2,1,-33.991938,18.488888,S.O.A.,Flats/Apartments,https://www.residentialpeople.com/za/property/jzy3us-sectional-title/
3 bedroom house for sale,buy,1685000,3,2,-33.8173506,18.5193078,S.O.A.,Houses,https://www.residentialpeople.com/za/property/cy5wqt/
5 bedroom house for sale,buy,2595000,5,5,-33.842144,18.647264,251.0,Houses,https://www.residentialpeople.com/za/property/g8ynlx/
6 bedroom house for sale,buy,2649000,6,3,-33.8275375,18.4947987,202.0,Houses,https://www.residentialpeople.com/za/property/arnrku/
3 bedroom house for sale,buy,4995000,3,2,-33.981116,18.473693,S.O.A.,Houses,https://www.residentialpeople.com/za/property/a62cdn-freehold/
2 bedroom house for sale,buy,2403000,2,3,-33.9096548,18.6812747,S.O.A.,Houses,https://www.residentialpeople.com/za/property/qq5c3g/
3 bedroom house for sale,buy,1095000,3,2,-33.946189,18.673724,S.O.A.,Houses,https://www.residentialpeople.com/za/property/4l9lmoxj-17-jesse-crescent-kuils-river-south-kuils-river/
4 bedroom house for sale,buy,2644900,4,2,-33.8275375,18.4947987,178.0,Houses,https://www.residentialpeople.com/za/property/l9es2p/
3 bedroom house for sale,buy,390000,3,1,-33.970629,18.657978,64.0,Houses,https://www.residentialpeople.com/za/property/dn3por/
4 bedroom house for sale,buy,2699000,4,2,-33.8173506,18.5193078,S.O.A.,Houses,https://www.residentialpeople.com/za/property/smorgf-sectional-title/
2 bedroom house for sale,buy,250000,2,1,-33.9934439,18.62993,S.O.A.,Houses,https://www.residentialpeople.com/za/property/lpfjsb/
4 bedroom house for sale,buy,2395000,4,2,-33.82658,18.49716,S.O.A.,Houses,https://www.residentialpeople.com/za/property/w2unjq-freehold/
5 bedroom house for sale,buy,2595000,5,2,-33.842144,18.647264,251.0,Houses,https://www.residentialpeople.com/za/property/chqufx/
3 bedroom townhouse for sale,buy,1250000,3,1,-33.8173506,18.5193078,S.O.A.,Townhouses,https://www.residentialpeople.com/za/property/uck2on-sectional-title/
5 bedroom house for sale,buy,3335000,5,4,-33.8275375,18.4947987,355.0,Houses,https://www.residentialpeople.com/za/property/vpxged/
4 bedroom house for sale,buy,5990000,4,2,-33.968278,18.461202,400.0,Houses,https://www.residentialpeople.com/za/property/utpwca-rondebosch-za-cape-town/
4 bedroom house for sale,buy,2299000,4,2,-33.8173506,18.5193078,S.O.A.,Houses,https://www.residentialpeople.com/za/property/fsna8g-freehold/
2 bedroom duplex for sale,buy,1385000,2,2,-33.8173506,18.5193078,S.O.A.,Duplex,https://www.residentialpeople.com/za/property/mvqaqg-freehold/
3 bedroom house for sale,buy,1795002,3,2,-33.8173506,18.5193078,S.O.A.,Houses,https://www.residentialpeople.com/za/property/psu92x/
3 bedroom house for sale,buy,455000,3,1,-33.9834281,18.6458446,96.0,Houses,https://www.residentialpeople.com/za/property/k9owhd/
2 bedroom duplex for sale,buy,1280000,2,1,-33.8173506,18.5193078,S.O.A.,Duplex,https://www.residentialpeople.com/za/property/w3sf2x/
4 bedroom house for sale,buy,1800000,4,2,-33.8173506,18.5193078,S.O.A.,Houses,https://www.residentialpeople.com/za/property/rowf2n-freehold/
1 bedroom flat/apartment for sale,buy,999000,1,1,-33.8265524,18.4972966,S.O.A.,Flats/Apartments,https://www.residentialpeople.com/za/property/pt2j3y/
3 bedroom townhouse for sale,buy,6100000,3,2,-33.9703469,18.461931,S.O.A.,Townhouses,https://www.residentialpeople.com/za/property/dmroyq-sectional-title/
2 bedroom house for sale,buy,1650000,2,2,-33.8192283,18.5125131,S.O.A.,Houses,https://www.residentialpeople.com/za/property/n4qmfs/
3 bedroom house for sale,buy,1990000,3,2,-33.8483589,18.654788,S.O.A.,Houses,https://www.residentialpeople.com/za/property/twqzzj/
4 bedroom house for sale,buy,2490000,4,2,-33.8568011,18.6622377,1000.0,Houses,https://www.residentialpeople.com/za/property/f48jlb-59-amandel-street-amanda-glen/
3 bedroom house for sale,buy,6499000,3,2,-33.9692795,18.461272,S.O.A.,Houses,https://www.residentialpeople.com/za/property/go4pjm/
2 bedroom house for sale,buy,2695000,2,1,-33.9809808,18.4726501,S.O.A.,Houses,https://www.residentialpeople.com/za/property/taydpf/
3 bedroom house for sale,buy,1090000,3,2,-33.9456964,18.6730344,S.O.A.,Houses,https://www.residentialpeople.com/za/property/alle7b/
3 bedroom house for sale,buy,5945000,3,3,-33.9692795,18.461272,S.O.A.,Houses,https://www.residentialpeople.com/za/property/daphtu-freehold/
2 bedroom flat/apartment for sale,buy,3200000,2,1,-33.935299,18.4442929,S.O.A.,Flats/Apartments,https://www.residentialpeople.com/za/property/pfdjhl-sectional-title/
3 bedroom house for sale,buy,1050000,3,2,-33.9456964,18.6730344,S.O.A.,Houses,https://www.residentialpeople.com/za/property/lh5uew/
3 bedroom house for sale,buy,1795000,3,2,-33.8181352,18.52022,S.O.A.,Houses,https://www.residentialpeople.com/za/property/ro2agr-freehold/
6 bedroom house for sale,buy,4200000,6,3,-33.935299,18.4442929,S.O.A.,Houses,https://www.residentialpeople.com/za/property/bd3q7d-freehold/
4 bedroom house for sale,buy,379000,4,1,-33.9895609,18.6344904,S.O.A.,Houses,https://www.residentialpeople.com/za/property/pzupzy/
2 bedroom townhouse for sale,buy,1070000,2,1,-33.8163838,18.5191083,S.O.A.,Townhouses,https://www.residentialpeople.com/za/property/qpzmyu-freehold/
3 bedroom house for sale,buy,1575000,3,2,-33.8181352,18.52022,S.O.A.,Houses,https://www.residentialpeople.com/za/property/jye4yf-freehold/
2 bedroom flat/apartment for sale,buy,2995000,2,2,-33.8402294,18.6471556,S.O.A.,Flats/Apartments,https://www.residentialpeople.com/za/property/nrdylw-sectional-title/
3 bedroom townhouse for sale,buy,5295000,3,3,-33.9768989,18.4706039,S.O.A.,Townhouses,https://www.residentialpeople.com/za/property/og74ea/
3 bedroom flat/apartment for sale,buy,1695000,3,1,-33.9942472,18.4900814,S.O.A.,Flats/Apartments,https://www.residentialpeople.com/za/property/vsaqhj-sectional-title/
1 bedroom duplex for sale,buy,150000,1,1,-33.9933451,18.6324073,S.O.A.,Duplex,https://www.residentialpeople.com/za/property/pw7whk/
2 bedroom duplex for sale,buy,1500000,2,1,-33.9286426,18.4402732,S.O.A.,Duplex,https://www.residentialpeople.com/za/property/oybslv/
9 bedroom house for sale,buy,1064525,9,5,-33.9933451,18.6324073,S.O.A.,Houses,https://www.residentialpeople.com/za/property/tb422p/
2 bedroom flat/apartment for sale,buy,,2,1,-33.9286426,18.4402732,S.O.A.,Flats/Apartments,https://www.residentialpeople.com/za/property/nqwb8s-sectional-title/
3 bedroom house for sale,buy,2179001,3,2,-33.820734,18.507085,S.O.A.,Houses,https://www.residentialpeople.com/za/property/wxwv2r/
3 bedroom house for sale,buy,1650000,3,2,-33.8181646,18.5136291,S.O.A.,Houses,https://www.residentialpeople.com/za/property/tklyym-freehold/
2 bedroom house for sale,buy,799000,2,1,-33.9542649,18.6728984,S.O.A.,Houses,https://www.residentialpeople.com/za/property/xa7cnu1v/
3 bedroom house for sale,buy,1995000,3,2,-33.9122627,18.6838473,S.O.A.,Houses,https://www.residentialpeople.com/za/property/heq5an/
2 bedroom townhouse for sale,buy,1499000,2,2,-33.882577,18.6784297,100.0,Townhouses,https://www.residentialpeople.com/za/property/fym4cg/
4 bedroom house for sale,buy,4095000,4,2,-33.8288446,18.6331844,S.O.A.,Houses,https://www.residentialpeople.com/za/property/dxwveq-freehold/
4 bedroom house for sale,buy,2150001,4,2,-33.8164654,18.5154735,S.O.A.,Houses,https://www.residentialpeople.com/za/property/rgqsyo/
2 bedroom flat/apartment for sale,buy,850000,2,1,-34.0053487,18.5121827,S.O.A.,Flats/Apartments,https://www.residentialpeople.com/za/property/m3p6ss/
2 bedroom townhouse for sale,buy,1499000,2,2,-33.8836851,18.6788596,100.0,Townhouses,https://www.residentialpeople.com/za/property/ub329u/
4 bedroom house for sale,buy,2650000,4,2,-33.9102378,18.6838248,219.0,Houses,https://www.residentialpeople.com/za/property/mbnmwt/
2 bedroom flat/apartment for sale,buy,2699000,2,1,-33.9288442,18.439552,S.O.A.,Flats/Apartments,https://www.residentialpeople.com/za/property/jygkzv/
2 bedroom flat/apartment for sale,buy,2289000,2,1,-33.9288442,18.439552,S.O.A.,Flats/Apartments,https://www.residentialpeople.com/za/property/crqtpt/
2 bedroom flat/apartment for sale,buy,1595000,2,2,-33.83293,18.63852,72.0,Flats/Apartments,https://www.residentialpeople.com/za/property/anr0dog4/
4 bedroom house for sale,buy,4400000,4,2,-33.8296025,18.6340589,S.O.A.,Houses,https://www.residentialpeople.com/za/property/fqrl6l/
2 bedroom flat/apartment for sale,buy,875000,2,1,-33.9272629,18.681907,50.0,Flats/Apartments,https://www.residentialpeople.com/za/property/ld6azq/
2 bedroom flat/apartment for sale,buy,905000,2,1,-33.9264,18.6820059,S.O.A.,Flats/Apartments,https://www.residentialpeople.com/za/property/v6e4wmzs-sectional-title/
1 bedroom flat/apartment for sale,buy,765000,1,1,-33.9264,18.6820059,S.O.A.,Flats/Apartments,https://www.residentialpeople.com/za/property/ckplxaki-sectional-title/
4 bedroom house for sale,buy,4295000,4,4,-33.8412609,18.6498399,S.O.A.,Houses,https://www.residentialpeople.com/za/property/swp7dl/
4 bedroom house for sale,buy,2059000,4,3,-33.9272629,18.681907,200.0,Houses,https://www.residentialpeople.com/za/property/xy33pd/
2 bedroom townhouse for sale,buy,1799000,2,1,-33.92817,18.4397859,S.O.A.,Townhouses,https://www.residentialpeople.com/za/property/mha38j/
2 bedroom townhouse for sale,buy,1799000,2,1,-33.92817,18.4397859,S.O.A.,Townhouses,https://www.residentialpeople.com/za/property/erxfgj/
4 bedroom house for sale,buy,8700000,4,4,-33.849491,18.657507,2378.0,Houses,https://www.residentialpeople.com/za/property/ynqgbt-72-bethanie-rd-sonstraal-durbanville-western-cape/
3 bedroom house for sale,buy,990,3,2,-33.9458768,18.6758316,S.O.A.,Houses,https://www.residentialpeople.com/za/property/0yikiq3n/
2 bedroom townhouse for sale,buy,1799000,2,1,-33.92817,18.4397859,S.O.A.,Townhouses,https://www.residentialpeople.com/za/property/o47txj/
3 bedroom house for sale,buy,1975000,3,2,-33.820208,18.506816,S.O.A.,Houses,https://www.residentialpeople.com/za/property/qu99re/
4 bedroom house for sale,buy,3695000,4,3,-33.84735,18.65575,S.O.A.,Houses,https://www.residentialpeople.com/za/property/uunfww/
3 bedroom house for sale,buy,1199000,3,2,-33.9624581,18.6665525,45.0,Houses,https://www.residentialpeople.com/za/property/qrmxuz/
4 bedroom house for sale,buy,1600000,4,2,-33.9624581,18.6665525,346.0,Houses,https://www.residentialpeople.com/za/property/avt99k/
3 bedroom house for sale,buy,999000,3,1,-33.9458768,18.6758316,S.O.A.,Houses,https://www.residentialpeople.com/za/property/x3s1jdqb/
2 bedroom flat/apartment for sale,buy,950000,2,1,-33.8193401,18.5049244,S.O.A.,Flats/Apartments,https://www.residentialpeople.com/za/property/mk769w/
3 bedroom house for sale,buy,550000,3,1,-33.978473,18.655444,S.O.A.,Houses,https://www.residentialpeople.com/za/property/n46ujj/
3 bedroom house for sale,buy,2099001,3,2,-33.8193401,18.5049244,S.O.A.,Houses,https://www.residentialpeople.com/za/property/mxxcnw/
3 bedroom house for sale,buy,1575002,3,2,-33.8193401,18.5049244,S.O.A.,Houses,https://www.residentialpeople.com/za/property/blwt3j/
2 bedroom flat/apartment for sale,buy,925000,2,1,-33.8193401,18.5049244,S.O.A.,Flats/Apartments,https://www.residentialpeople.com/za/property/tzuh8j-sectional-title/
4 bedroom house for sale,buy,2299001,4,2,-33.8193401,18.5049244,S.O.A.,Houses,https://www.residentialpeople.com/za/property/fmuxdj/
1 bedroom flat/apartment for sale,buy,1075000,1,1,-33.8267956,18.4922729,S.O.A.,Flats/Apartments,https://www.residentialpeople.com/za/property/tkxtgo-sectional-title/
4 bedroom house for sale,buy,2499000,4,3,-33.9220111,18.6843685,300.0,Houses,https://www.residentialpeople.com/za/property/k7zb2m/
4 bedroom house for sale,buy,2850000,4,2,-33.8193401,18.5049244,S.O.A.,Houses,https://www.residentialpeople.com/za/property/w9x7tr/
3 bedroom house for sale,buy,3300000,3,2,-33.8267956,18.4922729,S.O.A.,Houses,https://www.residentialpeople.com/za/property/emtsbq-freehold/
2 bedroom flat/apartment for sale,buy,3495000,2,2,-33.8267956,18.4922729,S.O.A.,Flats/Apartments,https://www.residentialpeople.com/za/property/k55r8v-sectional-title/
1 bedroom flat/apartment for sale,buy,1150000,1,1,-33.8267956,18.4922729,S.O.A.,Flats/Apartments,https://www.residentialpeople.com/za/property/oeo54h-sectional-title/
2 bedroom flat/apartment for sale,buy,2895000,2,2,-33.8267956,18.4922729,S.O.A.,Flats/Apartments,https://www.residentialpeople.com/za/property/pe3q4b/
2 bedroom duplex for sale,buy,1695000,2,2,-33.8267956,18.4922729,S.O.A.,Duplex,https://www.residentialpeople.com/za/property/l5a96b/
4 bedroom house for sale,buy,670000,4,2,-33.9624581,18.6665525,S.O.A.,Houses,https://www.residentialpeople.com/za/property/tezgzd/
8 bedroom house for sale,buy,3950000,8,5,-33.8267956,18.4922729,S.O.A.,Houses,https://www.residentialpeople.com/za/property/nrk5nx-freehold/
3 bedroom house for sale,buy,3400000,3,4,-34.0129346,18.5455744,S.O.A.,Houses,https://www.residentialpeople.com/za/property/cdpw2z/
4 bedroom house for sale,buy,3695000,4,2,-33.8267956,18.4922729,S.O.A.,Houses,https://www.residentialpeople.com/za/property/b96ltd/
1 bedroom flat/apartment for sale,buy,765000,1,1,-33.926789,18.681446,44.0,Flats/Apartments,https://www.residentialpeople.com/za/property/n533izeg-3-komos-street-bosonia-kuils-river/
2 bedroom flat/apartment for sale,buy,875000,2,1,-33.926789,18.681446,50.0,Flats/Apartments,https://www.residentialpeople.com/za/property/zbmo6b5y-3-komos-street-bosonia-kuils-river/
2 bedroom townhouse for sale,buy,770000,2,1,-33.9624581,18.6665525,63.0,Townhouses,https://www.residentialpeople.com/za/property/v23bko/
1 bedroom flat/apartment for sale,buy,4100000,1,1,-33.922568,18.437019,54.0,Flats/Apartments,https://www.residentialpeople.com/za/property/sqnk1qqo-foreshore-cape-town/
2 bedroom house for sale,buy,2250000,2,1,-33.9877717,18.4798435,S.O.A.,Houses,https://www.residentialpeople.com/za/property/dggxlv/
3 bedroom house for sale,buy,1299000,3,1,-33.9284899,18.68105,100.0,Houses,https://www.residentialpeople.com/za/property/ou4qfq/
3 bedroom house for sale,buy,1450000,3,2,-33.9284899,18.68105,200.0,Houses,https://www.residentialpeople.com/za/property/dy3u3n/
6 bedroom house for sale,buy,480000,6,2,-33.990204,18.640888,S.O.A.,Houses,https://www.residentialpeople.com/za/property/vkbh6r/
3 bedroom townhouse for sale,buy,1495000,3,2,-33.9284899,18.68105,S.O.A.,Townhouses,https://www.residentialpeople.com/za/property/rdacfq/
3 bedroom house for sale,buy,385000,3,1,-33.986234,18.645643,S.O.A.,Houses,https://www.residentialpeople.com/za/property/p8zbso/
3 bedroom house for sale,buy,1999000,3,2,-33.8807636,18.6788126,S.O.A.,Houses,https://www.residentialpeople.com/za/property/jvce8r-freehold/
2 bedroom townhouse for sale,buy,1499000,2,2,-33.8826297,18.6795,137.0,Townhouses,https://www.residentialpeople.com/za/property/rlsz5w/
2 bedroom flat/apartment for sale,buy,3995000,2,2,-33.9195532,18.4369788,S.O.A.,Flats/Apartments,https://www.residentialpeople.com/za/property/s53yeu/
3 bedroom townhouse for sale,buy,1499000,3,2,-33.872031,18.6750114,120.0,Townhouses,https://www.residentialpeople.com/za/property/vslkbk/
3 bedroom townhouse for sale,buy,3495000,3,1,-33.978861,18.467088,S.O.A.,Townhouses,https://www.residentialpeople.com/za/property/uen7tv-sectional-title/
5 bedroom house for sale,buy,2150000,5,2,-33.816687,18.513762,S.O.A.,Houses,https://www.residentialpeople.com/za/property/sljq9w/
4 bedroom house for sale,buy,2699000,4,2,-33.8192308,18.5192839,S.O.A.,Houses,https://www.residentialpeople.com/za/property/drtm5o-freehold/
2 bedroom townhouse for sale,buy,1450000,2,2,-33.8281239,18.5022099,S.O.A.,Townhouses,https://www.residentialpeople.com/za/property/cdkyxl-sectional-title/
3 bedroom house for sale,buy,1795000,3,2,-33.8202747,18.5191143,S.O.A.,Houses,https://www.residentialpeople.com/za/property/j2qkvm-freehold/
4 bedroom house for sale,buy,2299000,4,2,-33.8202747,18.5191143,S.O.A.,Houses,https://www.residentialpeople.com/za/property/pn6w7x/
2 bedroom flat/apartment for sale,buy,3500000,2,1,-33.978349,18.475596,S.O.A.,Flats/Apartments,https://www.residentialpeople.com/za/property/k32q6j-sectional-title/
3 bedroom house for sale,buy,2150000,3,2,-33.9324447,18.4464428,S.O.A.,Houses,https://www.residentialpeople.com/za/property/u7aj2d-freehold/
3 bedroom house for sale,buy,1999999,3,2,-33.9126437,18.6754604,210.0,Houses,https://www.residentialpeople.com/za/property/tty3nx/
3 bedroom house for sale,buy,2490000,3,2,-33.8682273,18.6641312,S.O.A.,Houses,https://www.residentialpeople.com/za/property/abqlqk/
2 bedroom flat/apartment for sale,buy,2395000,2,2,-33.9679039,18.4698695,S.O.A.,Flats/Apartments,https://www.residentialpeople.com/za/property/qgupkl-sectional-title/
1 bedroom house for sale,buy,190000,1,1,-33.9743585,18.6425654,152.0,Houses,https://www.residentialpeople.com/za/property/lsv29l/
3 bedroom duplex for sale,buy,1590000,3,2,-33.8805174,18.6696053,158.0,Duplex,https://www.residentialpeople.com/za/property/fzk4zl/
3 bedroom house for sale,buy,320000,3,1,-33.9743585,18.6425654,155.0,Houses,https://www.residentialpeople.com/za/property/ndhdab/
2 bedroom house for sale,buy,370000,2,2,-33.9743585,18.6425654,42.0,Houses,https://www.residentialpeople.com/za/property/vl37uj/
2 bedroom house for sale,buy,250000,2,1,-33.9743585,18.6425654,S.O.A.,Houses,https://www.residentialpeople.com/za/property/lb2bqm/
2 bedroom house for sale,buy,450000,2,1,-33.9743585,18.6425654,155.0,Houses,https://www.residentialpeople.com/za/property/n9oax6b7/
3 bedroom house for sale,buy,1850000,3,2,-33.9278489,18.4506073,S.O.A.,Houses,https://www.residentialpeople.com/za/property/xusmgq/
3 bedroom house for sale,buy,980000,3,2,-33.9743585,18.6425654,240.0,Houses,https://www.residentialpeople.com/za/property/bc944a/
3 bedroom house for sale,buy,499000,3,1,-33.9743585,18.6425654,S.O.A.,Houses,https://www.residentialpeople.com/za/property/ceqnmr/
2 bedroom house for sale,buy,350000,2,1,-33.9743585,18.6425654,S.O.A.,Houses,https://www.residentialpeople.com/za/property/wkf8br/
3 bedroom duplex for sale,buy,1590000,3,2,-33.8824891,18.6692067,158.0,Duplex,https://www.residentialpeople.com/za/property/y959df/
2 bedroom house for sale,buy,350000,2,1,-33.9743585,18.6425654,42.0,Houses,https://www.residentialpeople.com/za/property/tfp44w/
4 bedroom house for sale,buy,3995000,4,2,-33.8410303,18.6327442,S.O.A.,Houses,https://www.residentialpeople.com/za/property/h73gfn/
4 bedroom house for sale,buy,2495000,4,2,-33.929413,18.4497262,196.0,Houses,https://www.residentialpeople.com/za/property/zvt3eq/
5 bedroom house for sale,buy,12000000,5,6,-33.97302,18.4735176,S.O.A.,Houses,https://www.residentialpeople.com/za/property/cmfebn/
7 bedroom house for sale,buy,3640000,7,3,-33.982123,18.486314,S.O.A.,Houses,https://www.residentialpeople.com/za/property/pw74ld/
4 bedroom house for sale,buy,12500000,4,3,-33.9821139,18.4863066,S.O.A.,Houses,https://www.residentialpeople.com/za/property/lrt6eg-freehold/
3 bedroom duplex for sale,buy,1590000,3,1,-33.8825398,18.6692125,S.O.A.,Duplex,https://www.residentialpeople.com/za/property/au8gwh/
3 bedroom house for sale,buy,2249000,3,2,-33.8713039,18.661579,S.O.A.,Houses,https://www.residentialpeople.com/za/property/m998ud/
2 bedroom townhouse for sale,buy,985000,2,1,-33.88392,18.666489,51.0,Townhouses,https://www.residentialpeople.com/za/property/d37fiil4-13-hadley-street-oakglen-bellville/
3 bedroom house for sale,buy,599999,3,1,-33.97048,18.64572,S.O.A.,Houses,https://www.residentialpeople.com/za/property/4j09u8jl/
2 bedroom flat/apartment for sale,buy,3295000,2,2,-33.9647475,18.4697269,S.O.A.,Flats/Apartments,https://www.residentialpeople.com/za/property/rgofvr-sectional-title/
5 bedroom house for sale,buy,2595000,5,4,-33.8713039,18.661579,S.O.A.,Houses,https://www.residentialpeople.com/za/property/m2rdyl/
3 bedroom house for sale,buy,2850000,3,2,-33.836644,18.496426,S.O.A.,Houses,https://www.residentialpeople.com/za/property/je9xch-freehold/
4 bedroom house for sale,buy,400000,4,2,-33.9427153,18.6645899,S.O.A.,Houses,https://www.residentialpeople.com/za/property/b3uxml/
5 bedroom house for sale,buy,7700000,5,3,-33.836644,18.496426,S.O.A.,Houses,https://www.residentialpeople.com/za/property/g7eksl-freehold/
4 bedroom house for sale,buy,1690000,4,2,-33.9232805,18.6703228,132.0,Houses,https://www.residentialpeople.com/za/property/elt72d/
3 bedroom house for sale,buy,1850000,3,1,-33.9284991,18.4518064,S.O.A.,Houses,https://www.residentialpeople.com/za/property/lbr5ph/
4 bedroom house for sale,buy,6370000,4,4,-33.8406584,18.6308217,92.0,Houses,https://www.residentialpeople.com/za/property/ypwout-fivaz-street-vergesig/
3 bedroom house for sale,buy,2299000,3,2,-33.967546,18.47128,S.O.A.,Houses,https://www.residentialpeople.com/za/property/rs86yk-freehold/
3 bedroom house for sale,buy,2750000,3,1,-33.9338858,18.4517929,S.O.A.,Houses,https://www.residentialpeople.com/za/property/blfq4b-freehold/
2 bedroom flat/apartment for sale,buy,1450000,2,1,-33.9351479,18.4522222,64.0,Flats/Apartments,https://www.residentialpeople.com/za/property/alwknk/
4 bedroom house for sale,buy,2249000,4,4,-33.8713039,18.661579,S.O.A.,Houses,https://www.residentialpeople.com/za/property/gq7ovq-freehold/
6 bedroom house for sale,buy,2790000,6,2,-33.9916683,18.5040549,498.0,Houses,https://www.residentialpeople.com/za/property/g3vwnt-lansdowne-za-cape-town/
3 bedroom house for sale,buy,1550000,3,2,-33.9241006,18.6722649,S.O.A.,Houses,https://www.residentialpeople.com/za/property/c6r8gb/
5 bedroom house for sale,buy,5350000,5,4,-33.844968,18.638713,S.O.A.,Houses,https://www.residentialpeople.com/za/property/bpfyxz/
5 bedroom house for sale,buy,3899000,5,3,-33.8490305,18.6431132,S.O.A.,Houses,https://www.residentialpeople.com/za/property/grajfs/
6 bedroom house for sale,buy,3875000,6,5,-33.857274,18.651332,1158.0,Houses,https://www.residentialpeople.com/za/property/9h1c1btd-everglen-durbanville/
3 bedroom house for sale,buy,18500,3,1,-33.9352124,18.4515505,S.O.A.,Houses,https://www.residentialpeople.com/za/property/s6b99z/
3 bedroom house for sale,buy,1795000,3,2,-33.8294084,18.507762,S.O.A.,Houses,https://www.residentialpeople.com/za/property/nuy3wx-blaauwberg-road-tableview/
4 bedroom house for sale,buy,6870000,4,4,-33.848797,18.643959,56.0,Houses,https://www.residentialpeople.com/za/property/s2admo-49-heerenzicht-estate-vygeboom/
2 bedroom house for sale,buy,3500000,2,2,-33.9345281,18.4515782,S.O.A.,Houses,https://www.residentialpeople.com/za/property/tlcqct-freehold/
1 bedroom flat/apartment for sale,buy,1395000,1,1,-33.9275949,18.4499369,S.O.A.,Flats/Apartments,https://www.residentialpeople.com/za/property/srjt3o-sectional-title/
3 bedroom house for sale,buy,3395000,3,1,-33.9750184,18.4783199,S.O.A.,Houses,https://www.residentialpeople.com/za/property/to8rko/
3 bedroom house for sale,buy,1495000,3,1,-33.8945779,18.670049,S.O.A.,Houses,https://www.residentialpeople.com/za/property/nxupam-freehold/
6 bedroom house for sale,buy,3895000,6,1,-33.9345853,18.4518064,S.O.A.,Houses,https://www.residentialpeople.com/za/property/akcydf-freehold/
4 bedroom house for sale,buy,4494000,4,2,-33.834717,18.498877,S.O.A.,Houses,https://www.residentialpeople.com/za/property/ul2wff/
2 bedroom flat/apartment for sale,buy,2995000,2,2,-33.929413,18.4497262,S.O.A.,Flats/Apartments,https://www.residentialpeople.com/za/property/qnpc8s/
3 bedroom flat/apartment for sale,buy,1950000,3,1,-33.9647475,18.4697269,S.O.A.,Flats/Apartments,https://www.residentialpeople.com/za/property/d7vp5g-sectional-title/
2 bedroom flat/apartment for sale,buy,2200000,2,2,-33.929413,18.4497262,50.0,Flats/Apartments,https://www.residentialpeople.com/za/property/kr6ezm/
2 bedroom flat/apartment for sale,buy,950000,2,1,-33.929413,18.4497262,76.0,Flats/Apartments,https://www.residentialpeople.com/za/property/w4ucgs/
6 bedroom house for sale,buy,4500000,6,4,-33.929413,18.4497262,300.0,Houses,https://www.residentialpeople.com/za/property/kuf6gv/
3.5 bedroom house for sale,buy,2795000,3.5,2,-33.834717,18.498877,S.O.A.,Houses,https://www.residentialpeople.com/za/property/rggu8h/
4 bedroom house for sale,buy,3399000,4,2,-33.834717,18.498877,S.O.A.,Houses,https://www.residentialpeople.com/za/property/vv2gpn-freehold/
4 bedroom house for sale,buy,2395000,4,2,-33.929413,18.4497262,S.O.A.,Houses,https://www.residentialpeople.com/za/property/tx4gpn/
1 bedroom flat/apartment for sale,buy,1980000,1,1,-33.929413,18.4497262,50.0,Flats/Apartments,https://www.residentialpeople.com/za/property/sabk2ufj/
4 bedroom house for sale,buy,3300000,4,2,-33.860285,18.652845,1270.0,Houses,https://www.residentialpeople.com/za/property/wvh5ak-eversdal-bellville-western-cape/
2 bedroom flat/apartment for sale,buy,950000,2,1,-33.82672,18.51025,S.O.A.,Flats/Apartments,https://www.residentialpeople.com/za/property/fvkjbe-pinnacle-place-20-parklands-main-road-parklands-blouberg/
3 bedroom house for sale,buy,3595000,3,2,-33.929413,18.4497262,155.0,Houses,https://www.residentialpeople.com/za/property/ft3rke/
2 bedroom house for sale,buy,1690000,2,2,-33.929413,18.4497262,S.O.A.,Houses,https://www.residentialpeople.com/za/property/a9wgtl/
